Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
P00367	56	12	433.8375	0.182822112	1.412897775	1;2;3;4;5	5	ADK T1	DI	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2	13392.79873	9880.350203	14651.25622	14732.50918	13070.09068	11290.10636	12886.81689	11431.92438	21304.37622	10366.72142	19063.95302	18043.313	15169.23986	12486.86103	12945.88637	13878.46145
Q15274	7	2	59.0807	0.182907397	11.77743542	3;4;5	3	ADK T1	DI	Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens GN=QPRT PE=1 SV=3	21.98900012	49.50519217	53.97701652	0.035663985	23.08699558	92.29349463	0.032529128	0	64.23698709	334.8938367	855.5565656	104.5819926	13.95131234	616.0386454	12.93655779	0.013042451
Q13247	12	5	74.8485	0.183032571	3.310196625	1;2;3;4	4	ADK T1	DH	Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2	533.6799208	1119.600676	84.49714627	1967.914102	577.3932778	2135.915027	7018.236101	1630.405936	4553.92334	4639.803598	2691.603906	381.2377943	2361.043996	3320.219935	2211.665905	4062.004585
Q6FI81	7	3	50.1182	0.183195758	2.627063485	1;2	2	DH	DI	Anamorsin OS=Homo sapiens GN=CIAPIN1 PE=1 SV=2	5898.689561	1166.512252	2941.872819	4019.972342	1241.90209	1507.887799	1325.150273	1264.499502	497.6737099	639.4598305	2271.065286	3003.417456	1320.545342	2371.810393	904.7603706	1508.270247
P06756	5	1	18.9455	0.183233881	Infinity	1	1	ADK T1	DH	Integrin alpha-V OS=Homo sapiens GN=ITGAV PE=1 SV=2	0	0	0	0	0	0	0	0	85.77330799	0	0	23.82671504	0	11.42891208	0	0
Q8NDZ0	2	1	9.6304	0.183316647	931.1105265	5	1	DI	ADK T1	BEN domain-containing protein 2 OS=Homo sapiens GN=BEND2 PE=2 SV=2	0.538579331	593.9667133	42.15284984	377.2344724	0	662.5501426	0	983.062191	0	1.767365191	0	0	87.99743687	0	0	0.07940077
P51580	4	2	36.4893	0.183683776	148.9524932	2;3	2	ADK T1	ADK T2	Thiopurine S-methyltransferase OS=Homo sapiens GN=TPMT PE=1 SV=1	0	14.40892165	43.36200243	6.706322262	0	64.52643862	10.35779032	47.46319197	462.5812222	0	80.29749342	23.37966879	3.801603935	0	0	0
Q8NHP1	6	1	37.5359	0.183788892	Infinity	1;3;5	3	DH	ADK T1	Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6	13.38773606	92.01127858	0	0	0	11.94276826	0	19.22623887	0	0	0	0	0	0	0	0
Q6PIW4	7	2	39.8428	0.18444558	Infinity	5	1	DH	DI	Fidgetin-like protein 1 OS=Homo sapiens GN=FIGNL1 PE=1 SV=2	1240.87971	0	0	117.6922356	0	0	0	0	0	0	0	0	0	0	69.64928044	495.4113679
A3KMH1	28	6	137.5514	0.184643236	1.563626585	2;3;4	3	DI	ADK T1	Uncharacterized protein KIAA0564 OS=Homo sapiens GN=KIAA0564 PE=1 SV=2	1062.5779	1398.119067	1932.462403	1886.315953	1654.211303	1456.401464	2116.641905	1607.378959	417.0301849	1562.256343	729.5655055	1662.161926	1334.25212	2370.640512	1233.122533	1864.057497
Q8IWY9	2	1	7.7077	0.184845937	Infinity	5	1	ADK T1	DH	Codanin-1 OS=Homo sapiens GN=CDAN1 PE=1 SV=4	0	0	0	0	0	0	0	0	24.0957243	0.002975744	0	24.80202144	0	8.964369326	0	0
Q14232	5	1	31.5407	0.185189927	9.150667698	2;3;4	3	ADK T1	DI	Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens GN=EIF2B1 PE=1 SV=1	23.01654797	53.30707458	33.24020947	0	0	0	22.30556663	10.89855361	127.8531735	43.90173577	28.52431573	103.5606456	0	50.75429983	40.80934021	0
P11166	2	1	11.9771	0.185202489	Infinity	2;4	2	ADK T1	DH	Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens GN=SLC2A1 PE=1 SV=2	0	0	0	0	0	0	0	93.04108017	856.4685023	0	415.9031968	0	0	0	0	0
Q9Y5J7	2	1	17.8854	0.185292684	Infinity	2;3	2	ADK T1	DI	Mitochondrial import inner membrane translocase subunit Tim9 OS=Homo sapiens GN=TIMM9 PE=1 SV=1	0	0	0	136.078696	0	0	0	0	905.4634309	990.2437067	0	0	0	0	0	0
P00924	44	17	432.3519	0.185934263	2.462952166	1;2;3;4;5	5	ADK T1	DH	Enolase 1 OS=Saccharomyces cerevisiae GN=ENO1 PE=1 SV=2	37712.03269	35526.4078	38594.58535	67876.7829	89290.62836	56080.9352	87142.25729	75414.21114	187246.7943	169158.9997	47515.85758	38695.01112	40516.22028	51511.77439	37137.29262	80646.16354
Q9H115	5	1	25.4731	0.186097843	498.9683441	1;2;3	3	ADK T1	DH	Beta-soluble NSF attachment protein OS=Homo sapiens GN=NAPB PE=1 SV=2	0	0.203769759	0.652381051	0	0.197402869	4.312309109	0.20705841	0	214.4225593	212.3886219	0.32973091	0.051239752	0.041976244	4.910363891	3.611909522	0
P24752	30	16	211.3787	0.186299493	1.459601098	1;2;3;4;5	5	DH	ADK T2	Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens GN=ACAT1 PE=1 SV=1	7738.41862	10111.49193	9028.811905	9716.665307	7214.484845	6014.563033	12111.9992	9313.663134	5410.29572	9277.940131	9347.837462	8223.573387	4097.629575	7161.082531	6023.205027	7790.267185
P30043	8	3	78.9739	0.186400124	207.1408969	1;2;4;5	4	DH	ADK T2	Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3	3159.064199	12.10589861	3735.212868	3.807851661	37.52136321	8.008526688	0	0	0	0	0	1298.980217	33.35985757	0	0	0
P00326	25	1	164.0475	0.186441326	2.631411283	1;2;3;4;5	5	ADK T2	ADK T1	Alcohol dehydrogenase 1C OS=Homo sapiens GN=ADH1C PE=1 SV=2	291.7535421	8.163020254	211.8014749	13.65551871	137.3788894	229.0639969	60.80810366	252.3177135	0	0	38.70338882	355.2564195	21.55519486	432.0788783	469.4590577	113.5771538
P30046;A6NHG4	3	1	20.9795	0.186698802	Infinity	5	1	DI	DH	D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=1 SV=3	0	0	0	0	1164.8526	0	150.604896	0	0	9.863358176	0	211.4537528	0	0	0	0
Q0VFZ6	4	1	18.2181	0.186802236	6.846153148	1	1	DI	ADK T2	Uncharacterized protein C2orf77 OS=Homo sapiens GN=C2orf77 PE=2 SV=2	115.0780546	404.9590805	903.4586919	301.975705	0	374.0957362	1119.65038	306.3623697	0	0	9.467080161	365.2945176	0	0	166.5130896	96.4241317
Q8N3U4	4	1	23.2708	0.18736288	4502.091018	1	1	ADK T1	DH	Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2 PE=1 SV=3	2.808175669	0	0	0	48.79004223	1.780587698	996.0438598	0	12555.40592	7.106818068	38.06108966	42.08862733	20.15784344	0.00145416	0	780.1869416
P39023	34	12	246.8018	0.1873979	1.703868504	1;2;3;4;5	5	ADK T2	DH	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	8094.561033	6014.761631	6567.978614	19610.50512	6483.41147	9351.051752	11962.15892	14791.30201	21900.68008	24273.80502	12486.45675	7707.587651	11029.01782	18107.79484	19255.37363	20252.93811
P14866	28	16	220.3984	0.187663673	3.29221079	1;2;3;4;5	5	ADK T2	DH	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	6173.071746	4946.453613	2204.489762	3939.13693	5615.522471	5151.384749	4153.801533	9561.262883	6670.182443	12365.91545	4361.283308	8322.467409	3669.702649	18577.60367	6425.609001	28161.02013
Q14344	20	7	127.8227	0.18892899	3.741786028	2;3;4	3	DH	ADK T2	Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2	1091.043981	817.9125304	1355.948534	261.7405106	657.9353299	727.413097	242.9904252	171.528436	259.0084917	404.5998576	211.4943691	731.8907318	439.0551066	66.37175061	437.0764099	0
P09913	1	1	5.0737	0.189222065	Infinity	4	1	DH	ADK T2	Interferon-induced protein with tetratricopeptide repeats 2 OS=Homo sapiens GN=IFIT2 PE=1 SV=1	78.42248404	33.74723743	147.6873615	0	42.22753009	32.0306513	0	0	38.14411649	0	0	94.60209015	0	0	0	0
O00154	14	5	95.1403	0.189241155	10.73586935	3;4;5	3	ADK T1	DI	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3	1679.478494	1677.887537	1439.393712	1306.66717	567.3563301	2099.620155	1028.296233	836.3062598	3830.974136	42175.64328	1153.227992	1490.594461	1548.766801	1862.721285	1136.569788	1577.368882
Q9UHX1	22	9	135.4158	0.18932565	2.479162044	1;2;3;4;5	5	DI	ADK T1	Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1	4012.39573	7736.754062	8819.740596	2846.468465	6208.861263	5911.844438	7598.954784	8955.742822	1484.75495	19.23609851	3230.493384	6832.086368	3577.986003	4352.321244	5653.549667	3188.961577
Q8N5U6	4	1	18.0128	0.189420627	Infinity	1	1	ADK T1	DI	RING finger protein 10 OS=Homo sapiens GN=RNF10 PE=1 SV=2	11.86085538	0	10.2688267	0	0	0	0	0	116.3711311	0	0	325.4834813	14.97470285	72.94969439	0	223.5573071
Q9NXG2	5	4	28.7651	0.189576523	3.298784841	4	1	ADK T1	DI	THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2	246.915566	249.7217448	466.8462521	202.3371438	424.9636672	381.5604083	214.5887881	49.20675105	2312.446276	385.9957503	412.9867048	419.32539	538.7033374	449.4002911	223.6972081	508.519457
Q96KN3	3	1	19.8868	0.189624112	Infinity	5	1	DH	DI	Homeobox protein PKNOX2 OS=Homo sapiens GN=PKNOX2 PE=1 SV=2	1937.587348	19.56665987	0	0	0	0	0	0	0	7.370672856	0	0	0	0	0	0
Q13561	23	7	179.8459	0.189945506	2.650239568	1;2;3;4;5	5	DH	ADK T1	Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4	914.0569504	1346.077754	1472.089963	995.0437589	1168.966267	1684.370008	718.6148728	921.1887896	6.235788242	507.4354614	66.28156434	1203.760811	745.1188021	374.9494942	693.3257757	3.74116994
P47985	11	4	80.1788	0.190246888	1.501554525	1;2;3;5	4	DI	ADK T2	Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens GN=UQCRFS1 PE=1 SV=2	9153.667855	9550.943411	8064.198209	12827.13928	9578.226973	9953.326421	14193.46343	10980.27823	4720.719026	6454.675185	9232.223072	10811.81536	8786.357466	7269.662918	10105.40151	3611.25322
O15264	7	4	36.7735	0.190257215	83.29530218	3;4	2	ADK T1	DI	Mitogen-activated protein kinase 13 OS=Homo sapiens GN=MAPK13 PE=1 SV=1	65.61339124	70.01960681	47.09300116	0.847239675	2.962784345	10.26436022	2.475588505	2.164441148	967.8103175	2.110704844	120.418285	397.9123683	111.5187677	13.66724952	14.00690266	0
Q16775	5	1	27.7411	0.190266689	Infinity	4;5	2	ADK T2	DH	Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens GN=HAGH PE=1 SV=2	0	0	0	0	0	0	0	0	0	0	0	2.72873247	8.450701784	3.728063397	0	0
Q9UMS6	40	15	253.6015	0.190285691	2.702588963	1;2;3;4;5	5	DH	ADK T2	Synaptopodin-2 OS=Homo sapiens GN=SYNPO2 PE=1 SV=2	1541.996916	3488.55632	8460.849634	2841.321859	3903.628475	2213.258219	4688.934226	1692.133286	469.1160194	1718.594893	3322.131663	3355.878609	1299.486047	3940.457919	515.3035536	288.1149564
O00748	15	8	112.1826	0.190746478	2.731554533	1;2;4;5	4	DH	ADK T2	Cocaine esterase OS=Homo sapiens GN=CES2 PE=1 SV=1	1679.132555	2303.40008	3681.516743	615.2029804	321.9527901	2802.783321	257.8106518	684.1355142	1074.198616	888.8380607	2051.567735	2041.03049	729.2316377	1254.987127	347.6590953	699.0894
Q96GK7;Q6P2I3	3	2	17.6683	0.191017796	8.766958825	3;4;5	3	ADK T2	DI	Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1	7.371525421	81.98094959	0	0	0	12.26563174	29.06068031	21.19551415	155.1992302	16.75784002	145.34077	0	166.136407	171.309016	191.6847998	18.99605315
O00754	11	3	59.8976	0.191078331	1.964892431	3;4;5	3	ADK T1	DI	Lysosomal alpha-mannosidase OS=Homo sapiens GN=MAN2B1 PE=1 SV=3	1538.735978	604.4072476	298.0948202	933.646243	471.957322	520.7444109	453.5131106	430.180125	1375.072975	685.2658601	949.3536433	677.2217932	983.6109961	1065.05553	626.3174115	645.876193
P42677	4	1	36.7937	0.191721283	Infinity	1;2;5	3	ADK T2	DH	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	0	0	0	0	0	0	0	0	191.9865156	17.81544937	0	0	0	58.29136066	0	523.2533173
P10809	64	35	610.6991	0.192001629	1.835074477	1;2;3;4;5	5	ADK T2	DI	60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2	74759.75654	39170.43469	107785.0142	111025.1275	88339.77776	48127.79731	74056.5574	54560.27559	80278.60669	85919.72466	117567.8968	134006.7018	83405.71666	155528.0744	71078.81548	176437.0249
P02763	12	4	107.1578	0.192715599	2.895984816	1;2;3;4;5	5	DI	ADK T1	Alpha-1-acid glycoprotein 1 OS=Homo sapiens GN=ORM1 PE=1 SV=1	5781.987661	10740.10977	7156.793729	879.0834376	17433.90362	4814.776714	13297.33414	9889.420458	8948.040681	2579.838951	2215.729969	1945.504055	3662.296101	7313.593136	11380.16496	6688.338939
Q3LXA3	15	7	110.6658	0.193365718	5.92122039	1;4;5	3	ADK T1	DI	Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing) OS=Homo sapiens GN=DAK PE=1 SV=2	538.0505695	23.43108506	58.20931904	0	169.7264017	234.1953197	82.18855746	78.15584503	1748.957292	599.6733502	951.1000008	41.41343513	312.8003468	457.2470786	35.99879573	187.1649869
P10606	8	2	71.9664	0.193614702	320.1079726	1;2;3;4;5	5	ADK T1	ADK T2	Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens GN=COX5B PE=1 SV=2	37.79563427	0	15.42555258	0	64.08138295	0	0	0	8082.948951	8363.265308	0	12.77728185	51.41699973	0	0	0
Q5VZ46	11	2	66.6894	0.193730173	324.6638048	2;5	2	DH	ADK T1	Uncharacterized protein KIAA1614 OS=Homo sapiens GN=KIAA1614 PE=2 SV=3	402.7901748	5394.75548	1536.591149	0	0	3583.632777	0	2899.505756	0	0	0	22.58994287	0	0	0	71.55173604
Q969G5	7	1	55.1166	0.193835526	9.313859041	2;3;4;5	4	DI	ADK T1	Protein kinase C delta-binding protein OS=Homo sapiens GN=PRKCDBP PE=1 SV=3	377.9951405	369.0675729	7.835225047	0	1003.161727	244.4283194	755.3479806	226.8197071	16.37990199	99.21331311	85.45252944	38.35638984	179.3834587	105.0710611	4.906344565	17.22140452
P49411	54	27	516.3726	0.193905296	1.622123392	1;2;3;4;5	5	ADK T1	DI	Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2	33018.14019	31020.73451	48497.9254	24407.14949	27841.05927	20400.95756	37781.26004	19883.5682	39955.29745	37655.57082	34438.05125	59745.05124	20657.27858	42444.98347	35316.43624	46081.84118
P07954	26	12	209.9384	0.193995944	1.447786362	1;2;3;4;5	5	DH	ADK T2	Fumarate hydratase, mitochondrial OS=Homo sapiens GN=FH PE=1 SV=3	15355.5016	16153.56417	14173.96112	12972.6126	12698.488	14767.59304	12156.63191	13039.18545	21597.68896	11154.20071	9265.363625	10886.03219	11423.91239	7259.374885	7827.759482	14002.96899
Q5M775	4	1	16.6707	0.194204716	Infinity	2	1	DI	DH	Cytospin-B OS=Homo sapiens GN=SPECC1 PE=1 SV=1	0	0	0	0	109.7840798	0	121.8827288	0	0	0	0	35.02489036	0	0	0	0
P54289	5	3	26.0573	0.19455471	17.10287395	2	1	DH	ADK T1	Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3	969.5942834	2291.341108	3584.102534	0	627.5671078	1322.847991	519.9061588	576.5215778	27.48290377	0	0	372.7444468	252.6627447	45.21131984	234.0497009	0
Q99574	2	1	8.8829	0.195009863	3.093392479	4	1	ADK T2	DI	Neuroserpin OS=Homo sapiens GN=SERPINI1 PE=1 SV=1	186.793864	177.6626112	152.3392771	26.70103633	84.61202076	85.65113595	85.10055647	46.76340679	0	0	189.896467	351.0113122	169.8428196	223.3139638	344.6803968	196.7605804
Q8TEX9	8	5	41.2723	0.195127235	Infinity	1;3;4	3	ADK T1	DH	Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2	0	0	0	0	21.68659537	0	0	0	1600.102902	109.8866105	0	0	47.80335691	0	37.22344557	27.63688188
Q9Y478	5	2	26.1713	0.195159634	2300.54465	1;2;4;5	4	ADK T1	DH	5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4	0	0.784697245	0	0	6.344739704	1.418645783	0	0	1124.443023	679.7934675	0.994558429	0	5.568359793	0	0	53.77128462
Q8WXX5	7	1	39.1426	0.195170109	Infinity	1;3	2	DH	ADK T1	DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1	22593.10688	0	0	6597.590902	0	62.26539179	0	0	0	0	0	0	0	0	19.99374291	0
P57679	6	2	29.6729	0.195426401	5.011063862	4	1	DI	ADK T1	Ellis-van Creveld syndrome protein OS=Homo sapiens GN=EVC PE=1 SV=1	1561.416945	1148.427386	3008.025916	1099.360176	1079.004335	3235.406796	1095.155533	2359.323372	0	833.0233266	364.3438427	352.9802718	687.6516758	76.9434017	1779.016634	0
O95171	15	1	68.1924	0.195572975	21.72148018	1;3	2	ADK T1	ADK T2	Sciellin OS=Homo sapiens GN=SCEL PE=1 SV=2	60.5971541	20.0680672	142.3769834	0	28.60170854	23.11866454	97.83087433	135.4335623	0	59.21356983	292.522611	16.33912111	5.18649209	11.75872982	0	0
Q99584	5	2	41.0267	0.195695896	30.77349181	1;5	2	DI	ADK T2	Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1	348.352794	17498.28445	768.4891372	624.1994048	534.3835378	19868.72224	472.1269979	21133.61017	3477.244259	11.26787602	212.1212285	485.5438206	137.7930089	320.7788541	815.2097513	91.3167375
P31689	10	1	64.8574	0.195715013	25.70458258	1;2;3;4	4	ADK T1	DI	DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2	128.2076861	0.798272534	31.50430658	0	3.489754887	34.61306728	19.93066553	0	744.3941182	680.7609903	58.65220217	7.91926649	19.82068528	11.17568971	72.68024809	2.806788876
O15160	5	2	28.8611	0.196249581	14.99332864	1;3;4	3	ADK T1	DH	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	12.353255	0	53.52076733	0	60.17331682	15.0510554	0	41.66258267	608.244339	280.8019142	16.72440655	81.90020573	34.81956818	112.9055403	78.78810681	0
Q08043	73	12	534.2428	0.19652782	4.787106909	1;2;3;4;5	5	DI	ADK T1	Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=2	14202.39861	24210.02445	19654.02116	281.0696566	27749.08646	27042.38191	27816.6695	26588.88768	5347.225602	175.5975551	11203.11293	6084.715024	13308.40106	10754.44543	12366.6984	11328.18943
Q9UK32	15	2	74.6741	0.196543969	Infinity	1;3;4	3	DH	DI	Ribosomal protein S6 kinase alpha-6 OS=Homo sapiens GN=RPS6KA6 PE=1 SV=1	83.54369031	0	355.0738309	0	0	0	0	0	389.8982494	0	0	16.11660188	0	0	0	0
P43307	4	2	33.7004	0.196608875	7.079967639	1;2;4	3	DH	DI	Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3	2325.2324	0	749.297321	28.95785491	0	438.3477064	0	0	1244.759338	157.4248371	1645.787816	14.263223	0	0	0	973.6850038
Q8NC60	10	5	58.2837	0.1966427	2.147926469	1;2;3	3	ADK T2	DI	Nitric oxide-associated protein 1 OS=Homo sapiens GN=NOA1 PE=1 SV=2	614.9665018	122.1745736	270.4138882	327.920244	248.5846939	315.0766422	79.1481426	113.4131199	125.6713332	152.1808776	272.8160927	412.6721194	380.4366524	358.9972186	293.591884	591.2847814
Q8TCD5	4	1	21.7473	0.196694357	Infinity	4	1	DH	DI	5'(3')-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2	71.21738879	0	70.94073606	0	0	0	0	0	0	0	0	0	0	0	25.2377845	0
O43704	16	5	105.957	0.197064028	38.1016938	1;2;3;4;5	5	ADK T1	DI	Sulfotransferase family cytosolic 1B member 1 OS=Homo sapiens GN=SULT1B1 PE=1 SV=2	858.8148904	21.13459654	854.3859974	0	46.27259032	13.46181611	0	30.66535152	1537.246754	1129.393161	718.1786962	59.56528573	63.1908904	73.85243471	0	114.2357749
O60884	8	3	49.1935	0.197170045	11.56397454	2;3;4;5	4	ADK T1	ADK T2	DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1	120.5328401	98.1036301	215.2143577	0	167.6641686	140.5528141	132.9644257	31.53756296	295.0881976	2394.61149	708.2173918	195.012038	105.2826593	0	75.00163796	130.4158953
P43897	12	5	76.0494	0.197220267	5.878083539	1;2;3;4	4	ADK T1	ADK T2	Elongation factor Ts, mitochondrial OS=Homo sapiens GN=TSFM PE=1 SV=2	144.9977917	72.17438134	907.1572766	124.7083543	199.484113	851.7373945	20.36972286	103.4640531	605.863808	2346.542342	266.2322309	466.3038643	318.7416752	185.5845924	49.59646726	72.97244632
A1A4V9	3	1	14.2446	0.197308875	Infinity	2;5	2	ADK T1	DH	Coiled-coil domain-containing protein C16orf93 OS=Homo sapiens GN=C16orf93 PE=2 SV=1	0	0	0	0	0	0	0	0	1841.11376	0	0	4.695824356	0	0	0	0
P09651	30	11	261.6062	0.197401113	5.980159723	1;2;3;4;5	5	ADK T1	ADK T2	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	9764.686993	6674.161622	6078.99092	1747.116574	3721.836332	8896.212758	3146.858232	2722.407165	1131.108389	31525.91858	1626.360518	11338.61456	1846.770314	200.3138132	5002.016902	579.7925383
Q9Y6C9	4	2	26.4131	0.197560855	Infinity	1;2;5	3	ADK T1	DI	Mitochondrial carrier homolog 2 OS=Homo sapiens GN=MTCH2 PE=1 SV=1	0	0	0	19.49107185	0	0	0	0	45.36847359	56.23355539	0	0	0	0	0	0
Q09028	12	4	76.1932	0.197573968	3.903873058	1;2;3;4;5	5	ADK T1	DI	Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	1260.302702	814.0424153	647.4911815	1134.061883	0	657.0149213	827.6972449	704.0183396	3555.929317	1706.073028	1490.246577	1792.277131	1333.405299	1430.340463	917.096137	1007.275395
P48047	18	6	148.534	0.197935301	3.096964231	1;2;4;5	4	ADK T1	DH	ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1	316.3583369	6238.589397	4161.876183	311.5742205	1336.799212	6453.367853	9877.310808	6372.879522	15723.06822	8877.831709	8362.839157	1190.815467	4383.872261	5044.520646	5976.349144	5632.94607
Q9UBW8	4	1	20.9765	0.198508964	3.884974758	2	1	ADK T2	DH	COP9 signalosome complex subunit 7a OS=Homo sapiens GN=COPS7A PE=1 SV=1	0	158.9972292	0	0	0	165.8624842	171.6447956	270.6373142	208.9883992	0	273.531854	0	140.9417357	131.8111852	181.2569858	163.6903154
O94874	41	20	248.352	0.198515767	10.5528788	2;3;4;5	4	DH	DI	E3 UFM1-protein ligase 1 OS=Homo sapiens GN=UFL1 PE=1 SV=2	53160.146	1392.830078	2102.752254	684.1353075	1351.610786	1526.636382	1577.647677	977.6806481	12261.71799	7287.274408	4605.39289	3396.56265	1650.50504	1448.637742	1872.331333	1945.704452
Q659A1	4	2	20.7094	0.198662348	56.67881683	3	1	DH	ADK T2	NMDA receptor-regulated protein 2 OS=Homo sapiens GN=NARG2 PE=1 SV=2	0	0	853.7206293	68.51767785	343.3911286	0.271635004	83.28214017	325.783276	0	0	0	19.70402173	0	0	16.27130485	0
Q92841	58	23	466.8697	0.198957023	5.257218927	1;2;3;4;5	5	ADK T1	DH	Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1	7683.278477	8898.681688	8118.466621	6360.298413	8891.369924	7654.960672	8721.656142	8506.752832	127623.4238	17581.08868	6887.293131	11201.22677	9382.916311	12585.39047	12076.50592	20483.90267
Q6VMQ6	2	1	9.0151	0.199127411	Infinity	1	1	ADK T1	DH	Activating transcription factor 7-interacting protein 1 OS=Homo sapiens GN=ATF7IP PE=1 SV=3	0	0	0	0	8.186927345	0	15.48952196	0	15.24509757	0	463.7259933	0	0	0	0	0
P46736	4	2	18.8654	0.199137383	9.921214853	1;2;3	3	ADK T1	DI	Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens GN=BRCC3 PE=1 SV=2	15.68286604	168.1885963	3.920029639	94.39217314	7.371033942	1.059178658	0	51.05527627	444.0736131	121.2551465	9.803787592	15.03576859	4.560050593	113.6342712	1.287111614	0
P31749	7	2	33.318	0.199656993	1.972900236	2;4;5	3	ADK T2	ADK T1	RAC-alpha serine/threonine-protein kinase OS=Homo sapiens GN=AKT1 PE=1 SV=2	850.066548	871.0230953	697.1333343	572.5575711	913.0446395	361.4450402	674.0515694	492.264154	414.9112894	577.3871145	430.8257191	985.426012	1449.697915	1101.870112	1767.323862	432.9372414
